post_id,type,url,message,timestamp,comments_count,reactions_count,reshare_count,Post ID,author_id,author_name,author_url,author_profile_picture_url,reactions_angry,reactions_care,reactions_haha,reactions_like,reactions_love,reactions_sad,reactions_wow
3742631792702285,post,https://www.facebook.com/groups/3256246341340835/posts/3742631792702285/,"لكل المعلمين والمعلمات اتعلموا المُعلم الرقمي 
بأستخدام الذكاء الاصطناعي سيحقق عائد مادي رهيب  
المهتم رد""بنعم"" ليتم اضافتك",06/07/2025,136,47,0,3742631792702285,61575665017200,الله محبه,https://www.facebook.com/people/%D8%A7%D9%84%D9%84%D9%87-%D9%85%D8%AD%D8%A8%D9%87/61575665017200/,https://scontent.fvcp9-1.fna.fbcdn.net/v/t39.30808-1/500116845_122113890368855500_4587499136724759427_n.jpg?stp=cp0_dst-jpg_p48x48_tt6&_nc_cat=102&ccb=1-7&_nc_sid=1d2534&_nc_ohc=Npd8vI-DxdUQ7kNvwHvcl8_&_nc_oc=AdkQQyFU0LHwuuDBxnnPI5PzEEZPWwdn3Ti7TDUWHsw-OUgCtvKSFOUJBHSpvLPeYHU&_nc_zt=24&_nc_ht=scontent.fvcp9-1.fna&_nc_gid=ZhCnjWgI3gzhGgwFmcRYfg&oh=00_AfRzwqtn9M9vWr5N0OWqlh83lmWLzWoOitk06lXLPHy9fA&oe=68707F61,0,0,0,46,1,0,0
3742316429400488,post,https://www.facebook.com/groups/3256246341340835/posts/3742316429400488/,"بدلأ من تضييع وقتك على موقع التواصل الاجتماعي بدون فائدة 
لماذا لا تتعلم الذكاء الاصطناعي بطريقه مميزه(أجب بنعم لتضاف💯",05/07/2025,120,37,0,3742316429400488,pfbid02EPXdyVNfHvZnAGJcdniARTCeWeJrS9N3zkPz3cce5HsdqofS9CywBpbR8GZrBe7Ll,نجاح توفيق,https://www.facebook.com/people/%D9%86%D8%AC%D8%A7%D8%AD-%D8%AA%D9%88%D9%81%D9%8A%D9%82/pfbid02EPXdyVNfHvZnAGJcdniARTCeWeJrS9N3zkPz3cce5HsdqofS9CywBpbR8GZrBe7Ll/,https://scontent.fvcp9-1.fna.fbcdn.net/v/t39.30808-1/484641293_122128917302671956_7137837453925616964_n.jpg?stp=c0.99.540.540a_cp0_dst-jpg_s48x48_tt6&_nc_cat=109&ccb=1-7&_nc_sid=e99d92&_nc_ohc=9re01NnfKSUQ7kNvwGRbFSq&_nc_oc=AdloJsWR_O9cMo7jFs0IWwiQFrj5Se8Q07vZ5znpWzT9QkBHSUJVrcYFZ1etRwv3PYc&_nc_zt=24&_nc_ht=scontent.fvcp9-1.fna&_nc_gid=ZhCnjWgI3gzhGgwFmcRYfg&oh=00_AfQpU9K4HiAY0Hfm2WFG-iO3znTAV1Yrx0EJcKdUn3GskA&oe=68706770,0,1,0,33,3,0,0
714739994647820,post,https://www.facebook.com/groups/8aistudio/posts/714739994647820/,موقع جميل مجاني لتحريك الصور وتوليدها 😮👇,05/07/2025,40,30,7,714739994647820,100005128382332,Mohammed Zaher,https://www.facebook.com/MZaherAi,https://scontent.fvcp9-1.fna.fbcdn.net/v/t39.30808-1/513887273_3002780283236222_2542819982384753690_n.jpg?stp=cp0_dst-jpg_s48x48_tt6&_nc_cat=107&ccb=1-7&_nc_sid=1d2534&_nc_ohc=HqD7G1pJb9YQ7kNvwHEv2Y1&_nc_oc=AdnJ1WFbKoVbTRGT7YfPtoQNs03FIdMxnUlm3Ky2zsXRcCeEEBFYjXgl92Xz1AjtaVw&_nc_zt=24&_nc_ht=scontent.fvcp9-1.fna&_nc_gid=ZhCnjWgI3gzhGgwFmcRYfg&oh=00_AfTBIdTODZYguHoITvAiGXNwzHi_VWiCDmtceD0UDsnmYA&oe=68707768,0,1,0,27,2,0,0
714681544653665,post,https://www.facebook.com/groups/8aistudio/posts/714681544653665/,"𝟏. 𝐎𝐩𝐞𝐧 𝐂𝐡𝐚𝐭𝐆𝐏𝐓.
𝟐. 𝐔𝐩𝐥𝐨𝐚𝐝 𝐚 𝐩𝐡𝐨𝐭𝐨 𝐨𝐟 𝐲𝐨𝐮𝐫 𝐜𝐡𝐨𝐢𝐜𝐞.
𝟑. 𝐔𝐬𝐞 𝐭𝐡𝐞 𝐢𝐬 𝐩𝐫𝐨𝐦𝐩𝐭: 👇

Ultra-realistic 4:5 vertical format fisheye selfie of me (uploaded photo) riding a bicycle or motor at high speed on a dirt road surrounded by green rice fields and trees. The person looks extremely shocked and scared, while being chased by three aggressive dogs running behind them. One of the dogs is leaping mid-air with its mouth open. The scene is full of motion blur and dust to emphasize the speed and urgency. The bike is tilting slightly, and the person's clothes are flapping in the wind. Replace the original rider's face with the uploaded image, keeping expression's exaggerated for comic effect. Ensure the lighting, skin tone, and facial angles match naturally. High camera angle. Extreme fisheye distortion. Realistic, cinematic lighting, anime characters integrated with stylized realism.

#chatgptprompts 
#ChatGPTChallenge
#aiimage
#chatgtp
#aiimagegenerator
#AI
#FantasyPhotography
#BeachInACup
#VisualIllusion
#CreativeConcept
#AIArt
#MiniatureWorld
#DigitalSurrealism
#CupOfImagination
#photomanipulation",05/07/2025,1,3,1,714681544653665,61550987054341,Mahmoud Al-Attar,https://www.facebook.com/Dznstd,https://scontent.fhph2-1.fna.fbcdn.net/v/t39.30808-1/515440861_122274778562032901_30808189280814075_n.jpg?stp=cp0_dst-jpg_s48x48_tt6&_nc_cat=107&ccb=1-7&_nc_sid=1d2534&_nc_ohc=0gCR99rgSAQQ7kNvwGY0Wyj&_nc_oc=Adl6PAGhM6iYbCfclupzspbzsBUVn3rv7c_zmy3A9DwdeMJQuhaegGA--hCebTD6R0M&_nc_zt=24&_nc_ht=scontent.fhph2-1.fna&_nc_gid=KlsojZchZBpyKYV5AFdP2w&oh=00_AfQ_QZLHQY1THqAsh_whrjD7ekGY2OkwX-hCmCj_PhGl1A&oe=6870755E,0,0,0,2,1,0,0
3742577406041057,post,https://www.facebook.com/groups/3256246341340835/posts/3742577406041057/,"نصيحة لوجه الله تعلموا التسويق الإلكتروني 
بالذكاء الاصطناعي ستحقق عائد مادي رهيب  
المهتم رد""بنعم"" ليتم اضافتك
 لتتعلم مجاناً",05/07/2025,45,19,0,3742577406041057,pfbid02pFzxRquYxktth58dKqRsDNyqeauPrgQrtUyUPo3X2kTesfgsnH3bNeKzKpLxQtvvl,وحيد القرني,https://www.facebook.com/people/%D9%88%D8%AD%D9%8A%D8%AF-%D8%A7%D9%84%D9%82%D8%B1%D9%86%D9%8A/pfbid02pFzxRquYxktth58dKqRsDNyqeauPrgQrtUyUPo3X2kTesfgsnH3bNeKzKpLxQtvvl/,https://scontent.fhph2-1.fna.fbcdn.net/v/t39.30808-1/506066552_122101480604906894_4146865682677181287_n.jpg?stp=c0.132.720.720a_cp0_dst-jpg_s48x48_tt6&_nc_cat=109&ccb=1-7&_nc_sid=e99d92&_nc_ohc=NJvW2d929kkQ7kNvwF_dUpm&_nc_oc=Adnc7PCV2Rr3jwj5lIBalpxP1UpX3k59_yxoYJCPbwMA3QdteVEPrAZ6uXW6NhN5S50&_nc_zt=24&_nc_ht=scontent.fhph2-1.fna&_nc_gid=KlsojZchZBpyKYV5AFdP2w&oh=00_AfT3alkFu01rBzfTwQEpzFpOXC2IppMqUlLEZrT-OLovXw&oe=68705508,0,0,0,19,0,0,0
714606751327811,post,https://www.facebook.com/groups/8aistudio/posts/714606751327811/,"للفائدة / برومبت اليوم لعرض المنتجات
البرومبت تحت كل صورة 🫡👇",05/07/2025,0,7,11,714606751327811,100005128382332,Mohammed Zaher,https://www.facebook.com/MZaherAi,https://scontent.fhan3-2.fna.fbcdn.net/v/t39.30808-1/513887273_3002780283236222_2542819982384753690_n.jpg?stp=cp0_dst-jpg_s48x48_tt6&_nc_cat=107&ccb=1-7&_nc_sid=1d2534&_nc_ohc=HqD7G1pJb9YQ7kNvwFhB0Hm&_nc_oc=AdlIo6m3yc9hDv7YnqvbpXDbN2kQIt_qV9LLzHY49T02MvrfdRiMx4lPfI7U6Q8cY0s&_nc_zt=24&_nc_ht=scontent.fhan3-2.fna&_nc_gid=o4gVKbI9TzbTScqHqRrMMQ&oh=00_AfQ0ITe5MyuCfcENs6jCSAL_hPPZt35BEeSEL3GFJE11FQ&oe=68707768,0,0,0,6,1,0,0
3742661252699339,post,https://www.facebook.com/groups/3256246341340835/posts/3742661252699339/,ممكن حد يحذف الراجل المع البنوته وتكون ف مكان جميل,06/07/2025,19,4,0,3742661252699339,100000853634483,Nageh Pgheda,https://www.facebook.com/nageh.pgheda,https://scontent.fthd2-1.fna.fbcdn.net/v/t39.30808-1/511273242_23942843071994146_38992688956307059_n.jpg?stp=cp0_dst-jpg_s48x48_tt6&_nc_cat=107&ccb=1-7&_nc_sid=1d2534&_nc_ohc=Ey1w2gwTaHUQ7kNvwE0A4cf&_nc_oc=AdmICMDiMj4ASYgXCOCOIORrbNIhNIPM3JknnNVV56QVJYaJYPkqqiON6vxBUbkzNRY&_nc_zt=24&_nc_ht=scontent.fthd2-1.fna&_nc_gid=Keyyxvz1SzS-jRqz6U0_Rw&oh=00_AfTZWRfhCmXrke4eixhM5x9RkwpAo8OAVsdtVPVgYq4tdw&oe=68705808,0,0,0,4,0,0,0
1124751339259929,post,https://www.facebook.com/groups/ai.fordesign/posts/1124751339259929/,"🚨 لو قلت لك إن الذكاء الاصطناعي بقى في جيبك.. هتصدق؟! 😱🤯

دلوقتي ال AI بتاع مايكروسوفت بقى متاح على واتساب! 🤖💬 يعني مش محتاج تفتح اي تطبيق، لا دا تقدر تتواصل مع الذكاء الاصطناعي على طول وتاخد إجابات فورية، أفكار جديدة، أو حتى نصائح في حياتك اليومية.. وكل ده من تليفونك! وعلى واتساب 😂 📱

🔥 التكنولوجيا دي بقت في إيدك.. هتستغلها إزاي؟ 🔥

قول لي ايه أول سؤال هتسأله؟

#مايكروسوفت #واتساب #ذكاء_اصطناعي #AI #تكنولوجيا #المستقبل",20/10/2024,70,142,20,1124751339259929,100044524535671,Omar Alshal - عمر الشال,https://www.facebook.com/OmarAlshalPage,https://scontent.fthd2-4.fna.fbcdn.net/v/t39.30808-1/395129681_899565724870904_7182327464317769353_n.jpg?stp=cp0_dst-jpg_s48x48_tt6&_nc_cat=101&ccb=1-7&_nc_sid=2d3e12&_nc_ohc=7TxNSe0Ry5gQ7kNvwGGiF2N&_nc_oc=AdnjbvKeqjcBdC6wktnz-mvqZanTmcvVOz1kg5Twsnan7I6IFhGuD7QQK5m9K7TmF3Q&_nc_zt=24&_nc_ht=scontent.fthd2-4.fna&_nc_gid=Keyyxvz1SzS-jRqz6U0_Rw&oh=00_AfQ9zSdb8DI0WWqtxVq390o_mBhSOfrqEk1EHsGoMk_GGA&oe=687065AA,0,0,1,127,13,1,0
25332106803044728,post,https://www.facebook.com/groups/artificialintelligence2/posts/25332106803044728/,"تبدأ محاضرات  الذكاء الاصطناعي  
في الساعه 7 مساءا 
اول محاضرة مجانا 
بالإضافة إلى ملفات PDF المجانية
الرد بنعم لتضاف",05/07/2025,34,14,0,25332106803044728,1154497466483749,Anonymous participant,,https://scontent.fhan3-4.fna.fbcdn.net/v/t39.35477-6/480607259_9679985338724762_1752935498324149276_n.jpg?stp=cp0_dst-jpg_s50x50_tt6&_nc_cat=104&ccb=1-7&_nc_sid=ee2d7f&_nc_ohc=mSTVxjWec4kQ7kNvwHRjih-&_nc_oc=Adno395uYLlUwDoZR0HSRqBVCLdEfsbbilDsr09VWCtPhFe9rVL1maGT9MDUkx6tK54&_nc_zt=14&_nc_ht=scontent.fhan3-4.fna&_nc_gid=2LrXcnEkfy06bvQ5i5g9hg&oh=00_AfT_P6ERJHIjO8V6F7ooszJyYbNFAUz1loo3_vHeYCaMqg&oe=6870775F,0,0,0,14,0,0,0
3742634982701966,post,https://www.facebook.com/groups/3256246341340835/posts/3742634982701966/,,06/07/2025,10,46,2,3742634982701966,100014208048883,Mostafa Ben Houssain Alaoui,https://www.facebook.com/mostafaalaoui24,https://scontent.fhan4-4.fna.fbcdn.net/v/t39.30808-1/512737905_2191771821306398_1554471774414168965_n.jpg?stp=cp0_dst-jpg_s48x48_tt6&_nc_cat=110&ccb=1-7&_nc_sid=1d2534&_nc_ohc=OX1alT2-fSkQ7kNvwHR7eNi&_nc_oc=AdlZRL5_kC7QQ1yO5pzNaMwxqaam2cpeBFhWMSIoUHV9tj-18px4LwvkB8AMVw1PZ9A&_nc_zt=24&_nc_ht=scontent.fhan4-4.fna&_nc_gid=2LrXcnEkfy06bvQ5i5g9hg&oh=00_AfQWdL_wWRNUu_IV3KoTsAP-yFCoQoOeXIXfknfU2ZD4uA&oe=6870792B,0,0,3,40,3,0,0
